club_code,state,reporting_group_company_level
240,PR,AAA NE
240,RI,AAA NE
240,SC,AAA NE
240,SD,AAA NE
240,TN,AAA NE
240,TX,AAA NE
240,UT,AAA NE
240,VA,AAA NE
240,VI,AAA NE
240,VT,AAA NE
240,WA,AAA NE
240,WI,AAA NE
240,WV,AAA NE
240,WY,AAA NE
240,ZZ,AAA NE
241,AK,ACA
241,AL,ACA
243,AL,ACG
243,AR,ACG
243,AZ,ACG
243,CA,ACG
243,CO,ACG
243,CT,ACG
243,DC,ACG
243,DE,ACG
243,FL,ACG
243,GA,ACG
243,HI,ACG
241,AR,ACA
241,AZ,ACA
241,CA,ACA
241,CO,ACA
241,CT,ACA
241,DC,ACA
241,DE,ACA
241,FL,ACA
241,GA,ACA
241,HI,ACA
241,IA,ACA
115,IN,ACA
115,KS,ACA
115,KY,ACA
115,LA,ACA
115,MA,ACA
115,MD,ACA
115,ME,ACA
115,MI,ACA
115,MN,ACA
115,MO,ACA
115,MS,ACA
115,MT,ACA
115,NC,ACA
115,ND,ACA
115,NE,ACA
115,NH,ACA
115,NJ,ACA
115,NM,ACA
115,NV,ACA
115,OH,ACA
115,OK,ACA
115,OR,ACA
115,PA,ACA
115,PR,ACA
115,RI,ACA
115,SC,ACA
115,SD,ACA
115,TN,ACA
115,TX,ACA
115,UT,ACA
115,VA,ACA
115,VI,ACA
115,VT,ACA
115,WA,ACA
115,WI,ACA
115,WV,ACA
115,WY,ACA
115,ZZ,ACA
130,AK,ACA
130,AL,ACA
130,AR,ACA
130,AZ,ACA
130,CA,ACA
130,CO,ACA
130,CT,ACA
130,DC,ACA
130,DE,ACA
130,FL,ACA
130,GA,ACA
130,HI,ACA
130,IA,ACA
130,ID,ACA
130,IL,ACA
130,IN,ACA
130,KS,ACA
130,KY,ACA
130,LA,ACA
130,MA,ACA
130,MD,ACA
130,ME,ACA
130,MI,ACA
130,MN,ACA
130,MO,ACA
130,MS,ACA
130,MT,ACA
130,NC,ACA
130,ND,ACA
130,NE,ACA
130,NH,ACA
130,NJ,ACA
130,NM,ACA
130,NV,ACA
130,OH,ACA
130,OK,ACA
130,OR,ACA
130,PA,ACA
130,PR,ACA
130,RI,ACA
130,SC,ACA
130,SD,ACA
130,TN,ACA
130,TX,ACA
130,UT,ACA
130,VA,ACA
130,VI,ACA
130,VT,ACA
130,WA,ACA
130,WI,ACA
130,WV,ACA
130,WY,ACA
130,ZZ,ACA
241,IL,ACA
241,IN,ACA
241,KS,ACA
241,KY,ACA
241,LA,ACA
241,ID,ACA
238,MD,Independent
238,ME,Independent
238,MI,Independent
238,MN,Independent
238,MO,Independent
116,NH,Independent
116,NJ,Independent
116,NM,Independent
007,ZZ,ACA
008,AK,AAA NE
008,AL,AAA NE
008,AR,AAA NE
008,AZ,AAA NE
008,CA,AAA NE
008,CO,AAA NE
008,CT,AAA NE
008,DC,AAA NE
008,DE,AAA NE
008,FL,AAA NE
008,GA,AAA NE
116,NV,Independent
116,OH,Independent
116,OK,Independent
116,OR,Independent
116,PA,Independent
116,PR,Independent
116,RI,Independent
116,SC,Independent
116,SD,Independent
116,TN,Independent
116,TX,Independent
116,UT,Independent
116,VA,Independent
116,VI,Independent
116,VT,Independent
116,WA,Independent
116,WI,Independent
116,WV,Independent
034,KY,ACA
034,LA,ACA
034,MA,ACA
034,MD,ACA
034,ME,ACA
034,MI,ACA
034,MN,ACA
034,MO,ACA
034,MS,ACA
034,MT,ACA
034,NC,ACA
034,ND,ACA
034,NE,ACA
034,NH,ACA
034,NJ,ACA
034,NM,ACA
034,NV,ACA
034,OH,ACA
034,OK,ACA
012,IN,Independent
012,KS,Independent
012,KY,Independent
012,LA,Independent
012,MA,Independent
012,MD,Independent
012,ME,Independent
012,MI,Independent
012,MN,Independent
012,MO,Independent
012,MS,Independent
012,MT,Independent
012,NC,Independent
012,ND,Independent
012,NE,Independent
012,NH,Independent
012,NJ,Independent
012,NM,Independent
012,NV,Independent
012,OH,Independent
012,OK,Independent
012,OR,Independent
012,PA,Independent
012,PR,Independent
012,RI,Independent
012,SC,Independent
012,SD,Independent
012,TN,Independent
012,TX,Independent
012,UT,Independent
012,VA,Independent
012,VI,Independent
012,VT,Independent
012,WA,Independent
012,WI,Independent
012,WV,Independent
012,WY,Independent
012,ZZ,Independent
014,AK,ACG
014,AL,ACG
014,AR,ACG
014,AZ,ACG
014,CA,ACG
014,CO,ACG
014,CT,ACG
014,DC,ACG
014,DE,ACG
014,FL,ACG
014,GA,ACG
014,HI,ACG
014,IA,ACG
014,ID,ACG
014,IL,ACG
014,IN,ACG
014,KS,ACG
014,KY,ACG
014,LA,ACG
014,MA,ACG
014,MD,ACG
014,ME,ACG
014,MI,ACG
014,MN,ACG
014,MO,ACG
014,MS,ACG
014,MT,ACG
014,NC,ACG
014,ND,ACG
014,NE,ACG
014,NH,ACG
014,NJ,ACG
014,NM,ACG
014,NV,ACG
014,OH,ACG
014,OK,ACG
014,OR,ACG
014,PA,ACG
014,PR,ACG
014,RI,ACG
014,SC,ACG
014,SD,ACG
014,TN,ACG
014,TX,ACG
014,UT,ACG
014,VA,ACG
014,VI,ACG
014,VT,ACG
014,WA,ACG
014,WI,ACG
014,WV,ACG
014,WY,ACG
022,AZ,Independent
022,CA,Independent
022,CO,Independent
022,CT,Independent
022,DC,Independent
022,DE,Independent
022,FL,Independent
022,GA,Independent
022,HI,Independent
022,IA,Independent
022,ID,Independent
022,IL,Independent
022,IN,Independent
022,KS,Independent
022,KY,Independent
022,LA,Independent
022,MA,Independent
022,MD,Independent
022,ME,Independent
022,MI,Independent
022,MN,Independent
022,MO,Independent
022,MS,Independent
022,MT,Independent
022,NC,Independent
022,ND,Independent
022,NE,Independent
022,NH,Independent
022,NJ,Independent
022,NM,Independent
022,NV,Independent
022,OH,Independent
022,OK,Independent
022,OR,Independent
022,PA,Independent
022,PR,Independent
022,RI,Independent
022,SC,Independent
022,SD,Independent
022,TN,Independent
022,TX,Independent
022,UT,Independent
022,VA,Independent
022,VI,Independent
022,VT,Independent
022,WA,Independent
022,WI,Independent
022,WV,Independent
022,WY,Independent
022,ZZ,Independent
023,AK,Independent
023,AL,Independent
023,AR,Independent
023,AZ,Independent
023,CA,Independent
023,CO,Independent
023,CT,Independent
023,DC,Independent
023,DE,Independent
023,FL,Independent
023,GA,Independent
023,HI,Independent
023,IA,Independent
008,HI,AAA NE
008,IA,AAA NE
008,ID,AAA NE
008,IL,AAA NE
189,RI,Independent
189,SC,Independent
189,SD,Independent
189,TN,Independent
189,TX,Independent
189,UT,Independent
189,VA,Independent
189,VI,Independent
189,VT,Independent
189,WA,Independent
189,WI,Independent
189,WV,Independent
189,WY,Independent
189,ZZ,Independent
195,AK,Independent
195,AL,Independent
195,AR,Independent
195,AZ,Independent
195,CA,Independent
195,CO,Independent
195,CT,Independent
195,DC,Independent
195,DE,Independent
195,FL,Independent
195,GA,Independent
195,HI,Independent
195,IA,Independent
195,ID,Independent
195,IL,Independent
195,IN,Independent
195,KS,Independent
195,KY,Independent
195,LA,Independent
195,MA,Independent
195,MD,Independent
195,ME,Independent
195,MI,Independent
195,MN,Independent
195,MO,Independent
195,MS,Independent
195,MT,Independent
195,NC,Independent
195,ND,Independent
195,TX,Independent
195,UT,Independent
195,VA,Independent
195,VI,Independent
008,IN,AAA NE
008,KS,AAA NE
008,KY,AAA NE
008,LA,AAA NE
008,MA,AAA NE
008,MD,AAA NE
008,ME,AAA NE
008,MI,AAA NE
014,ZZ,ACG
018,AK,ACE
018,AL,ACE
018,AR,ACE
018,AZ,ACE
018,CA,ACE
018,CO,ACE
018,CT,ACE
018,DC,ACE
018,DE,ACE
116,AK,Independent
007,ID,ACA
007,IL,ACA
007,IN,ACA
007,KS,ACA
007,KY,ACA
007,LA,ACA
007,MA,ACA
007,MD,ACA
007,ME,ACA
007,MI,ACA
007,MN,ACA
007,MO,ACA
007,MS,ACA
007,MT,ACA
007,NC,ACA
007,ND,ACA
007,NE,ACA
007,NH,ACA
007,NJ,ACA
007,NM,ACA
057,AK,Independent
057,AL,Independent
057,AR,Independent
057,AZ,Independent
057,CA,Independent
160,VA,Independent
116,AL,Independent
116,AR,Independent
116,AZ,Independent
116,CA,Independent
116,CO,Independent
116,CT,Independent
116,DC,Independent
116,DE,Independent
116,FL,Independent
116,GA,Independent
116,HI,Independent
116,IA,Independent
116,ID,Independent
116,IL,Independent
042,IA,AAA NE
042,ID,AAA NE
042,IL,AAA NE
042,IN,AAA NE
042,KS,AAA NE
042,KY,AAA NE
042,LA,AAA NE
042,MA,AAA NE
042,MD,AAA NE
042,ME,AAA NE
042,MI,AAA NE
042,MN,AAA NE
042,MO,AAA NE
042,MS,AAA NE
042,MT,AAA NE
042,NC,AAA NE
042,ND,AAA NE
042,NE,AAA NE
042,NH,AAA NE
078,PR,Independent
078,RI,Independent
078,SC,Independent
078,SD,Independent
078,TN,Independent
078,TX,Independent
078,UT,Independent
078,VA,Independent
078,VI,Independent
078,VT,Independent
078,WA,Independent
078,WI,Independent
078,WV,Independent
078,WY,Independent
078,ZZ,Independent
080,NY,Independent
212,MT,ACA
212,NC,ACA
212,ND,ACA
212,NE,ACA
212,NH,ACA
212,NJ,ACA
212,NM,ACA
212,NV,ACA
212,OH,ACA
212,OK,ACA
212,OR,ACA
212,PA,ACA
212,PR,ACA
212,RI,ACA
212,SC,ACA
212,SD,ACA
212,TN,ACA
212,TX,ACA
212,UT,ACA
212,VA,ACA
212,VI,ACA
212,VT,ACA
212,WA,ACA
212,WI,ACA
212,WV,ACA
212,WY,ACA
215,WI,ACE
215,WV,ACE
215,WY,ACE
215,ZZ,ACE
216,AK,ACE
216,AL,ACE
216,AR,ACE
216,AZ,ACE
216,CA,ACE
216,CO,ACE
216,CT,ACE
216,DC,ACE
216,DE,ACE
212,ZZ,ACA
215,AK,ACE
215,AL,ACE
215,AR,ACE
215,AZ,ACE
215,CA,ACE
215,CO,ACE
215,CT,ACE
215,DC,ACE
215,DE,ACE
215,FL,ACE
215,GA,ACE
215,HI,ACE
215,IA,ACE
215,ID,ACE
215,IL,ACE
215,IN,ACE
215,KS,ACE
215,KY,ACE
215,LA,ACE
215,MA,ACE
215,MD,ACE
215,ME,ACE
215,MI,ACE
215,MN,ACE
215,MO,ACE
215,MS,ACE
215,MT,ACE
215,NC,ACE
215,ND,ACE
215,NE,ACE
215,NH,ACE
215,NJ,ACE
215,NM,ACE
195,VT,Independent
195,WA,Independent
195,WI,Independent
195,WV,Independent
195,WY,Independent
195,ZZ,Independent
201,AK,Independent
201,AL,Independent
201,AR,Independent
201,AZ,Independent
201,CA,Independent
201,CO,Independent
201,CT,Independent
201,DC,Independent
215,NV,ACE
215,OH,ACE
215,OK,ACE
215,OR,ACE
215,PA,ACE
215,PR,ACE
215,RI,ACE
215,SC,ACE
215,SD,ACE
215,TN,ACE
215,TX,ACE
215,UT,ACE
215,VA,ACE
215,VI,ACE
215,VT,ACE
215,WA,ACE
212,IL,ACA
212,IN,ACA
212,KS,ACA
212,KY,ACA
212,LA,ACA
212,MA,ACA
066,ND,MWG
066,NE,MWG
066,NH,MWG
066,NJ,MWG
066,NM,MWG
066,NV,MWG
066,OH,MWG
164,VA,ACA
164,VI,ACA
164,VT,ACA
164,WA,ACA
164,WI,ACA
164,WV,ACA
164,WY,ACA
164,ZZ,ACA
176,AK,ACA
176,AL,ACA
176,AR,ACA
176,AZ,ACA
176,CA,ACA
176,CO,ACA
176,CT,ACA
176,DC,ACA
176,DE,ACA
176,FL,ACA
176,GA,ACA
176,HI,ACA
176,IA,ACA
176,ID,ACA
176,IL,ACA
176,IN,ACA
176,KS,ACA
176,KY,ACA
176,LA,ACA
176,MA,ACA
176,MD,ACA
176,ME,ACA
176,MI,ACA
176,MN,ACA
176,MO,ACA
176,MS,ACA
176,MT,ACA
176,NC,ACA
212,MD,ACA
212,ME,ACA
212,MI,ACA
212,MN,ACA
212,MO,ACA
212,MS,ACA
078,HI,Independent
078,IA,Independent
078,ID,Independent
078,IL,Independent
078,IN,Independent
078,KS,Independent
078,KY,Independent
078,LA,Independent
078,MA,Independent
078,MD,Independent
078,ME,Independent
078,MI,Independent
078,MN,Independent
078,MO,Independent
078,MS,Independent
078,MT,Independent
078,NC,Independent
078,ND,Independent
078,NE,Independent
078,NH,Independent
078,NJ,Independent
078,NM,Independent
078,NV,Independent
078,OH,Independent
078,OK,Independent
078,OR,Independent
078,PA,Independent
007,NV,ACA
007,OH,ACA
007,OK,ACA
007,OR,ACA
007,PA,ACA
007,PR,ACA
007,RI,ACA
007,SC,ACA
007,SD,ACA
007,TN,ACA
007,TX,ACA
007,UT,ACA
007,VA,ACA
007,VI,ACA
007,VT,ACA
007,WA,ACA
007,WI,ACA
007,WV,ACA
007,WY,ACA
044,LA,Independent
044,MA,Independent
044,MD,Independent
044,ME,Independent
044,MI,Independent
044,MN,Independent
044,MO,Independent
044,MS,Independent
044,MT,Independent
044,NC,Independent
044,ND,Independent
044,NE,Independent
044,NH,Independent
044,NJ,Independent
044,NM,Independent
044,NV,Independent
044,OH,Independent
044,OK,Independent
044,OR,Independent
044,PA,Independent
044,PR,Independent
044,ZZ,Independent
045,AK,AAA NE
045,AL,AAA NE
045,AR,AAA NE
045,AZ,AAA NE
045,CA,AAA NE
045,CO,AAA NE
045,CT,AAA NE
045,DC,AAA NE
045,DE,AAA NE
045,FL,AAA NE
045,GA,AAA NE
045,HI,AAA NE
045,IA,AAA NE
045,ID,AAA NE
045,IL,AAA NE
045,IN,AAA NE
045,KS,AAA NE
045,KY,AAA NE
045,LA,AAA NE
045,MA,AAA NE
128,LA,ACE
128,MA,ACE
128,MD,ACE
128,ME,ACE
128,MI,ACE
128,MN,ACE
128,MO,ACE
128,MS,ACE
128,MT,ACE
128,NC,ACE
128,ND,ACE
128,NE,ACE
007,CA,ACA
007,CO,ACA
007,CT,ACA
007,DC,ACA
007,DE,ACA
007,FL,ACA
007,GA,ACA
007,HI,ACA
154,OH,Independent
154,OK,Independent
154,OR,Independent
154,PA,Independent
154,PR,Independent
065,LA,ACE
065,MA,ACE
065,MD,ACE
065,ME,ACE
065,MI,ACE
065,MN,ACE
065,MO,ACE
065,MS,ACE
065,MT,ACE
065,NC,ACE
065,ND,ACE
065,NE,ACE
065,NH,ACE
065,NJ,ACE
065,NM,ACE
065,NV,ACE
065,OH,ACE
065,OK,ACE
065,OR,ACE
065,PA,ACE
001,ID,ACE
001,IL,ACE
001,IN,ACE
001,KS,ACE
001,KY,ACE
001,LA,ACE
001,MA,ACE
001,MD,ACE
001,ME,ACE
001,MI,ACE
001,MN,ACE
002,HI,MWG
002,IA,MWG
002,ID,MWG
002,IL,MWG
002,IN,MWG
002,KS,MWG
002,KY,MWG
002,LA,MWG
080,ZZ,Independent
083,NY,Independent
083,ZZ,Independent
084,NY,Independent
084,ZZ,Independent
097,NY,AAA NE
097,ZZ,AAA NE
104,NY,Independent
042,NJ,AAA NE
042,NM,AAA NE
042,NV,AAA NE
042,OH,AAA NE
002,MA,MWG
002,MD,MWG
057,MA,Independent
057,MD,Independent
057,ME,Independent
057,MI,Independent
007,IA,ACA
154,MT,Independent
154,NC,Independent
154,ND,Independent
154,NE,Independent
154,NH,Independent
154,NJ,Independent
154,NM,Independent
154,NV,Independent
044,RI,Independent
044,SC,Independent
044,SD,Independent
044,TN,Independent
044,TX,Independent
044,UT,Independent
044,VA,Independent
044,VI,Independent
044,VT,Independent
044,WA,Independent
044,WI,Independent
044,WV,Independent
044,WY,Independent
057,CO,Independent
057,CT,Independent
057,DC,Independent
057,DE,Independent
057,FL,Independent
057,GA,Independent
057,HI,Independent
057,IA,Independent
111,ND,ACG
111,NE,ACG
111,NH,ACG
111,NJ,ACG
111,NM,ACG
111,NV,ACG
111,OH,ACG
075,MN,AAA NE
075,MO,AAA NE
075,MS,AAA NE
075,MT,AAA NE
075,NC,AAA NE
075,ND,AAA NE
075,NE,AAA NE
075,NH,AAA NE
075,NJ,AAA NE
075,NM,AAA NE
075,NV,AAA NE
074,MO,AAA NE
074,MS,AAA NE
074,MT,AAA NE
074,NC,AAA NE
074,ND,AAA NE
074,NE,AAA NE
074,NH,AAA NE
074,NJ,AAA NE
074,NM,AAA NE
074,NV,AAA NE
074,OH,AAA NE
074,OK,AAA NE
074,OR,AAA NE
042,AK,AAA NE
042,AL,AAA NE
042,AR,AAA NE
042,AZ,AAA NE
042,CA,AAA NE
042,CO,AAA NE
042,CT,AAA NE
042,DC,AAA NE
042,DE,AAA NE
042,FL,AAA NE
042,GA,AAA NE
042,HI,AAA NE
111,WV,ACG
111,WY,ACG
111,ZZ,ACG
112,AK,Independent
112,AL,Independent
112,AR,Independent
112,AZ,Independent
112,CA,Independent
071,ID,Independent
071,IL,Independent
071,IN,Independent
071,KS,Independent
071,KY,Independent
071,LA,Independent
071,MA,Independent
071,MD,Independent
071,ME,Independent
071,MI,Independent
071,MN,Independent
071,MO,Independent
071,MS,Independent
071,MT,Independent
071,NC,Independent
133,IA,ACA
133,ID,ACA
133,IL,ACA
133,IN,ACA
133,KS,ACA
133,KY,ACA
133,LA,ACA
133,MA,ACA
133,MD,ACA
133,ME,ACA
133,MI,ACA
133,MN,ACA
133,MO,ACA
113,GA,ACG
113,HI,ACG
113,IA,ACG
113,ID,ACG
113,IL,ACG
113,IN,ACG
113,KS,ACG
113,KY,ACG
113,LA,ACG
113,MA,ACG
113,MD,ACG
071,ND,Independent
071,NE,Independent
071,NH,Independent
071,NJ,Independent
071,NM,Independent
112,CO,Independent
112,CT,Independent
112,DC,Independent
112,DE,Independent
112,FL,Independent
112,GA,Independent
112,HI,Independent
112,IA,Independent
112,ID,Independent
112,IL,Independent
112,IN,Independent
112,KS,Independent
112,KY,Independent
112,LA,Independent
112,MA,Independent
112,MD,Independent
071,NV,Independent
071,OH,Independent
071,OK,Independent
071,OR,Independent
071,PA,Independent
071,PR,Independent
071,RI,Independent
201,NH,Independent
201,NJ,Independent
201,NM,Independent
201,NV,Independent
201,OH,Independent
201,OK,Independent
201,OR,Independent
201,PA,Independent
201,PR,Independent
201,RI,Independent
201,SC,Independent
201,SD,Independent
201,TN,Independent
201,TX,Independent
201,UT,Independent
201,VA,Independent
201,VI,Independent
201,VT,Independent
201,WA,Independent
201,WI,Independent
201,WV,Independent
201,WY,Independent
201,ZZ,Independent
212,AK,ACA
216,WA,ACE
216,WI,ACE
216,WV,ACE
216,WY,ACE
216,ZZ,ACE
217,AK,Independent
217,AL,Independent
217,AR,Independent
217,AZ,Independent
217,CA,Independent
217,CO,Independent
270,TX,ACG
270,UT,ACG
270,VA,ACG
270,VI,ACG
270,VT,ACG
270,WA,ACG
270,WI,ACG
270,WV,ACG
270,WY,ACG
270,ZZ,ACG
601,AK,ACE
601,AL,ACE
601,AR,ACE
601,AZ,ACE
601,CA,ACE
601,CO,ACE
601,CT,ACE
601,DC,ACE
601,DE,ACE
601,FL,ACE
601,GA,ACE
601,HI,ACE
601,IA,ACE
601,ID,ACE
601,IL,ACE
601,IN,ACE
601,KS,ACE
601,KY,ACE
601,LA,ACE
601,MA,ACE
252,MI,ACE
252,MN,ACE
252,MO,ACE
252,MS,ACE
252,MT,ACE
252,NC,ACE
252,ND,ACE
252,NE,ACE
252,NH,ACE
252,NJ,ACE
252,NM,ACE
252,NV,ACE
252,OH,ACE
252,OK,ACE
252,OR,ACE
252,PA,ACE
252,PR,ACE
252,RI,ACE
252,SC,ACE
252,SD,ACE
252,TN,ACE
252,TX,ACE
252,UT,ACE
252,VA,ACE
252,VI,ACE
252,VT,ACE
252,WA,ACE
243,IA,ACG
243,ID,ACG
243,IL,ACG
243,IN,ACG
243,KS,ACG
243,KY,ACG
243,LA,ACG
243,MA,ACG
243,MD,ACG
243,ME,ACG
243,MI,ACG
243,MN,ACG
243,MO,ACG
243,MS,ACG
243,MT,ACG
243,NC,ACG
243,ND,ACG
243,NE,ACG
243,NH,ACG
137,TN,Independent
137,TX,Independent
137,UT,Independent
137,VA,Independent
137,VI,Independent
137,VT,Independent
137,WA,Independent
137,WI,Independent
137,WV,Independent
137,WY,Independent
137,ZZ,Independent
151,AK,ACE
151,AL,ACE
151,AR,ACE
151,AZ,ACE
154,RI,Independent
154,SC,Independent
154,SD,Independent
154,TN,Independent
154,TX,Independent
154,UT,Independent
154,VA,Independent
154,VI,Independent
154,VT,Independent
154,WA,Independent
154,WI,Independent
154,WV,Independent
154,WY,Independent
154,ZZ,Independent
158,AK,Independent
158,AL,Independent
158,AR,Independent
158,AZ,Independent
158,CA,Independent
158,CO,Independent
158,CT,Independent
158,DC,Independent
158,DE,Independent
158,FL,Independent
158,GA,Independent
158,HI,Independent
158,IA,Independent
158,ID,Independent
158,IL,Independent
158,IN,Independent
158,KS,Independent
158,KY,Independent
158,LA,Independent
158,MA,Independent
158,MD,Independent
158,ME,Independent
158,MI,Independent
158,MN,Independent
158,MO,Independent
158,MS,Independent
158,MT,Independent
158,NC,Independent
158,ND,Independent
158,NE,Independent
158,NH,Independent
158,NJ,Independent
158,NM,Independent
158,NV,Independent
158,OH,Independent
158,OK,Independent
158,OR,Independent
158,PA,Independent
158,PR,Independent
158,RI,Independent
158,SC,Independent
158,SD,Independent
158,TN,Independent
158,TX,Independent
158,UT,Independent
158,VA,Independent
135,MI,Independent
260,ME,Independent
260,MI,Independent
260,MN,Independent
260,MO,Independent
260,MS,Independent
260,MT,Independent
260,NC,Independent
260,ND,Independent
260,NE,Independent
260,NH,Independent
260,NJ,Independent
260,NM,Independent
260,NV,Independent
260,OH,Independent
260,OK,Independent
260,OR,Independent
260,PA,Independent
601,MD,ACE
601,ME,ACE
601,MI,ACE
601,MN,ACE
601,MO,ACE
601,MS,ACE
601,MT,ACE
601,NC,ACE
601,ND,ACE
601,NE,ACE
601,NH,ACE
601,NJ,ACE
601,NM,ACE
601,NV,ACE
601,OH,ACE
601,OK,ACE
601,OR,ACE
601,PA,ACE
601,PR,ACE
601,RI,ACE
601,SC,ACE
601,SD,ACE
601,TN,ACE
601,TX,ACE
601,UT,ACE
601,VA,ACE
601,VI,ACE
601,VT,ACE
601,WA,ACE
601,WI,ACE
601,WV,ACE
601,WY,ACE
601,ZZ,ACE
950,AK,MWG
950,AL,MWG
950,AR,MWG
950,AZ,MWG
950,CA,MWG
950,CO,MWG
212,AL,ACA
212,AR,ACA
212,AZ,ACA
212,CA,ACA
212,CO,ACA
212,CT,ACA
212,DC,ACA
212,DE,ACA
269,SD,Independent
269,TN,Independent
269,TX,Independent
269,UT,Independent
269,VA,Independent
269,VI,Independent
269,VT,Independent
269,WA,Independent
269,WI,Independent
269,WV,Independent
269,WY,Independent
269,ZZ,Independent
270,AK,ACG
270,AL,ACG
270,AR,ACG
270,AZ,ACG
270,CA,ACG
270,CO,ACG
270,CT,ACG
270,DC,ACG
270,DE,ACG
270,FL,ACG
270,GA,ACG
270,HI,ACG
270,IA,ACG
195,NE,Independent
195,NH,Independent
195,NJ,Independent
195,NM,Independent
195,NV,Independent
195,OH,Independent
195,OK,Independent
195,OR,Independent
195,PA,Independent
195,PR,Independent
195,RI,Independent
195,SC,Independent
195,SD,Independent
195,TN,Independent
270,ID,ACG
270,IL,ACG
270,IN,ACG
270,KS,ACG
270,KY,ACG
270,LA,ACG
270,MA,ACG
270,MD,ACG
270,ME,ACG
270,MI,ACG
270,MN,ACG
270,NH,ACG
270,NJ,ACG
270,NM,ACG
258,CA,ACE
258,CO,ACE
258,CT,ACE
258,DC,ACE
258,DE,ACE
258,FL,ACE
258,GA,ACE
258,HI,ACE
258,IA,ACE
258,ID,ACE
258,IL,ACE
258,IN,ACE
258,KS,ACE
258,KY,ACE
258,LA,ACE
258,MA,ACE
258,MD,ACE
258,ME,ACE
258,MI,ACE
258,MN,ACE
258,MO,ACE
258,MS,ACE
258,MT,ACE
258,NC,ACE
258,ND,ACE
258,NE,ACE
258,NH,ACE
258,NJ,ACE
258,NM,ACE
258,NV,ACE
258,OH,ACE
258,OK,ACE
258,OR,ACE
258,PA,ACE
258,PR,ACE
258,RI,ACE
258,SC,ACE
217,TN,Independent
217,TX,Independent
243,NJ,ACG
243,NM,ACG
243,NV,ACG
243,OH,ACG
217,UT,Independent
217,VA,Independent
217,VI,Independent
217,VT,Independent
217,WA,Independent
217,WI,Independent
217,WV,Independent
217,WY,Independent
270,MO,ACG
270,MS,ACG
270,MT,ACG
270,NC,ACG
270,ND,ACG
270,NE,ACG
212,FL,ACA
212,GA,ACA
212,HI,ACA
212,IA,ACA
212,ID,ACA
269,PR,Independent
269,RI,Independent
269,SC,Independent
260,AL,Independent
260,AR,Independent
260,AZ,Independent
260,CA,Independent
260,CO,Independent
260,CT,Independent
066,ZZ,MWG
069,AK,ACG
069,AL,ACG
069,AR,ACG
069,AZ,ACG
069,CA,ACG
069,CO,ACG
069,CT,ACG
069,DC,ACG
069,DE,ACG
069,FL,ACG
069,GA,ACG
069,HI,ACG
069,IA,ACG
045,MD,AAA NE
045,ME,AAA NE
045,MI,AAA NE
045,MN,AAA NE
045,MO,AAA NE
045,MS,AAA NE
045,MT,AAA NE
045,NC,AAA NE
045,ND,AAA NE
045,NE,AAA NE
045,NH,AAA NE
045,NJ,AAA NE
045,NM,AAA NE
042,WI,AAA NE
042,WV,AAA NE
042,WY,AAA NE
042,ZZ,AAA NE
044,AK,Independent
044,AL,Independent
044,AR,Independent
044,AZ,Independent
044,CA,Independent
178,CO,Independent
178,CT,Independent
178,DC,Independent
178,DE,Independent
178,FL,Independent
178,GA,Independent
178,HI,Independent
178,IA,Independent
178,ID,Independent
178,IL,Independent
178,IN,Independent
178,KS,Independent
178,KY,Independent
178,LA,Independent
178,MA,Independent
178,MD,Independent
178,ME,Independent
178,MI,Independent
178,MN,Independent
178,MO,Independent
178,MS,Independent
178,MT,Independent
178,NC,Independent
178,ND,Independent
178,NE,Independent
178,NH,Independent
178,NJ,Independent
178,NM,Independent
178,NV,Independent
178,OH,Independent
178,OK,Independent
178,OR,Independent
178,PA,Independent
178,PR,Independent
178,RI,Independent
178,SC,Independent
178,SD,Independent
178,TN,Independent
178,TX,Independent
178,UT,Independent
128,OH,ACE
128,OK,ACE
128,OR,ACE
128,PA,ACE
128,PR,ACE
128,RI,ACE
128,SC,ACE
128,SD,ACE
128,TN,ACE
128,TX,ACE
128,UT,ACE
128,VA,ACE
128,VI,ACE
128,VT,ACE
127,ME,ACA
127,MI,ACA
127,MN,ACA
127,MO,ACA
127,MS,ACA
127,MT,ACA
127,NC,ACA
127,ND,ACA
127,NE,ACA
127,NH,ACA
127,NJ,ACA
127,NM,ACA
151,CA,ACE
151,CO,ACE
151,CT,ACE
151,DC,ACE
151,DE,ACE
151,FL,ACE
151,GA,ACE
151,HI,ACE
151,IA,ACE
151,ID,ACE
151,IL,ACE
151,IN,ACE
151,KS,ACE
151,KY,ACE
151,LA,ACE
151,MA,ACE
151,MD,ACE
151,ME,ACE
151,MI,ACE
151,MN,ACE
151,MO,ACE
151,MS,ACE
151,MT,ACE
151,NC,ACE
151,ND,ACE
151,NE,ACE
151,NH,ACE
151,NJ,ACE
158,VI,Independent
158,VT,Independent
158,WA,Independent
158,WI,Independent
158,WV,Independent
158,WY,Independent
158,ZZ,Independent
160,AK,Independent
160,AL,Independent
160,AR,Independent
160,AZ,Independent
160,CA,Independent
160,CO,Independent
036,WY,ACE
036,ZZ,ACE
065,WA,ACE
065,WI,ACE
065,WV,ACE
065,WY,ACE
065,ZZ,ACE
066,AK,MWG
066,AL,MWG
066,AR,MWG
066,AZ,MWG
066,CA,MWG
066,CO,MWG
066,CT,MWG
066,DC,MWG
066,DE,MWG
066,FL,MWG
066,GA,MWG
066,HI,MWG
066,IA,MWG
066,ID,MWG
066,IL,MWG
104,ZZ,Independent
111,AK,ACG
